station,valid,tmpc,drct,sknt,vsby,wxcodes
EWR,2024-07-05 22:51,27.78,80.00,9.00,10.00,null
EWR,2024-07-05 23:51,27.22,160.00,6.00,8.00,-TSRA
EWR,2024-07-06 00:51,27.78,140.00,4.00,10.00,null
EWR,2024-07-06 01:51,27.22,180.00,4.00,10.00,null
EWR,2024-07-06 02:51,27.78,null,3.00,10.00,null
EWR,2024-07-06 03:51,27.78,0.00,0.00,10.00,null
EWR,2024-07-06 04:51,26.67,0.00,0.00,10.00,null
EWR,2024-07-06 05:51,26.11,80.00,3.00,10.00,null
EWR,2024-07-06 06:51,25.00,70.00,3.00,10.00,null
EWR,2024-07-06 07:51,24.44,90.00,4.00,10.00,null
EWR,2024-07-06 08:51,23.89,80.00,5.00,10.00,null
EWR,2024-07-06 09:51,23.89,0.00,0.00,10.00,null
EWR,2024-07-06 10:51,23.89,30.00,4.00,10.00,-TSRA
EWR,2024-07-06 11:51,24.44,10.00,9.00,4.00,-TSRA BR
EWR,2024-07-06 12:51,26.11,80.00,3.00,10.00,null
EWR,2024-07-06 13:51,27.78,70.00,4.00,10.00,null
EWR,2024-07-06 14:51,28.33,null,3.00,10.00,null
EWR,2024-07-06 15:51,29.44,130.00,4.00,10.00,null
EWR,2024-07-06 16:51,31.67,200.00,4.00,9.00,null
EWR,2024-07-06 17:51,33.33,null,6.00,9.00,null
EWR,2024-07-06 18:51,32.78,160.00,8.00,10.00,null
EWR,2024-07-06 19:51,31.67,160.00,10.00,10.00,null
EWR,2024-07-06 20:51,32.78,170.00,11.00,10.00,null
EWR,2024-07-06 21:51,32.22,170.00,9.00,10.00,null
EWR,2024-07-06 22:51,32.22,140.00,7.00,10.00,null
EWR,2024-07-06 23:51,31.67,140.00,4.00,10.00,null
EWR,2024-07-07 00:51,31.11,170.00,5.00,10.00,null
EWR,2024-07-07 01:51,30.56,null,3.00,10.00,null
EWR,2024-07-07 02:51,30.56,0.00,0.00,10.00,null
EWR,2024-07-07 03:51,29.44,0.00,0.00,8.00,null
EWR,2024-07-07 04:51,28.89,140.00,4.00,10.00,null
EWR,2024-07-07 05:51,28.33,210.00,4.00,10.00,null
EWR,2024-07-07 06:51,28.33,300.00,3.00,10.00,null
EWR,2024-07-07 07:51,28.33,330.00,4.00,10.00,null
EWR,2024-07-07 08:51,27.78,20.00,8.00,10.00,null
EWR,2024-07-07 09:51,27.22,10.00,9.00,10.00,null
EWR,2024-07-07 10:51,27.22,10.00,13.00,10.00,null
EWR,2024-07-07 11:51,28.33,20.00,11.00,10.00,null
EWR,2024-07-07 12:51,28.33,20.00,10.00,10.00,null
EWR,2024-07-07 13:51,28.89,10.00,9.00,10.00,null
EWR,2024-07-07 14:51,30.56,20.00,9.00,10.00,null
EWR,2024-07-07 15:51,32.22,30.00,6.00,10.00,null
EWR,2024-07-07 16:51,31.67,20.00,6.00,10.00,null
EWR,2024-07-07 17:51,33.33,null,6.00,10.00,null
EWR,2024-07-07 18:51,32.78,120.00,6.00,10.00,null
EWR,2024-07-07 19:51,33.89,null,6.00,10.00,null
EWR,2024-07-07 20:51,33.89,160.00,7.00,10.00,null
EWR,2024-07-07 21:51,30.56,170.00,7.00,10.00,null
EWR,2024-07-07 22:51,31.67,160.00,6.00,10.00,null
EWR,2024-07-07 23:51,30.56,170.00,5.00,10.00,null
EWR,2024-07-08 00:51,30.00,150.00,5.00,10.00,null
EWR,2024-07-08 01:51,28.89,100.00,3.00,10.00,null
EWR,2024-07-08 02:51,28.33,150.00,3.00,10.00,null
EWR,2024-07-08 03:51,26.67,0.00,0.00,10.00,null
EWR,2024-07-08 04:51,26.11,0.00,0.00,10.00,null
EWR,2024-07-08 05:51,26.67,0.00,0.00,10.00,null
EWR,2024-07-08 06:51,26.67,110.00,3.00,10.00,null
EWR,2024-07-08 07:51,26.11,0.00,0.00,10.00,null
EWR,2024-07-08 08:51,26.11,0.00,0.00,10.00,null
EWR,2024-07-08 09:51,25.00,30.00,5.00,10.00,null
EWR,2024-07-08 10:51,26.67,360.00,7.00,10.00,null
EWR,2024-07-08 11:51,27.78,30.00,6.00,10.00,null
EWR,2024-07-08 12:51,28.89,50.00,5.00,10.00,null
EWR,2024-07-08 13:51,31.11,320.00,5.00,10.00,null
EWR,2024-07-08 14:51,32.78,0.00,0.00,10.00,null
EWR,2024-07-08 15:51,32.78,null,3.00,10.00,null
EWR,2024-07-08 16:51,33.89,null,5.00,10.00,null
EWR,2024-07-08 17:51,32.22,150.00,11.00,10.00,null
EWR,2024-07-08 18:51,32.78,170.00,10.00,10.00,null
EWR,2024-07-08 19:51,32.22,150.00,9.00,10.00,null
EWR,2024-07-08 20:51,32.22,120.00,6.00,10.00,null
EWR,2024-07-08 21:51,31.11,130.00,9.00,10.00,null
EWR,2024-07-08 22:51,30.00,140.00,7.00,10.00,null
EWR,2024-07-08 23:51,29.44,130.00,6.00,10.00,null
EWR,2024-07-09 00:51,28.89,130.00,5.00,10.00,null
EWR,2024-07-09 01:51,27.78,120.00,3.00,10.00,null
EWR,2024-07-09 02:51,25.56,110.00,5.00,10.00,null
EWR,2024-07-09 03:51,25.56,0.00,0.00,10.00,null
EWR,2024-07-09 04:51,25.56,0.00,0.00,10.00,null
EWR,2024-07-09 05:51,25.56,120.00,3.00,10.00,null
EWR,2024-07-09 06:51,25.00,70.00,3.00,10.00,null
EWR,2024-07-09 07:51,25.00,0.00,0.00,10.00,null
EWR,2024-07-09 08:51,25.00,50.00,3.00,10.00,null
EWR,2024-07-09 09:51,25.00,0.00,0.00,10.00,null
EWR,2024-07-09 10:51,25.56,0.00,0.00,9.00,null
EWR,2024-07-09 11:51,26.11,null,3.00,8.00,null
EWR,2024-07-09 12:51,27.78,200.00,3.00,9.00,null
EWR,2024-07-09 13:51,30.00,120.00,3.00,9.00,null
EWR,2024-07-09 14:51,31.67,null,5.00,10.00,null
EWR,2024-07-09 15:51,32.22,180.00,8.00,10.00,null
EWR,2024-07-09 16:51,32.22,150.00,8.00,10.00,null
EWR,2024-07-09 17:51,31.67,120.00,8.00,10.00,null
EWR,2024-07-09 18:51,32.22,140.00,11.00,10.00,null
EWR,2024-07-09 19:51,33.33,170.00,9.00,10.00,null
EWR,2024-07-09 20:51,31.11,null,6.00,10.00,null
EWR,2024-07-09 21:51,31.67,130.00,6.00,10.00,null
EWR,2024-07-09 22:51,31.67,150.00,6.00,10.00,null
EWR,2024-07-09 23:51,31.67,170.00,5.00,10.00,null
EWR,2024-07-10 00:51,31.67,190.00,11.00,10.00,null
EWR,2024-07-10 01:51,31.11,190.00,10.00,10.00,null
EWR,2024-07-10 02:51,30.00,200.00,7.00,10.00,null
EWR,2024-07-10 03:51,29.44,190.00,8.00,10.00,null
EWR,2024-07-10 04:51,28.33,210.00,6.00,10.00,null
EWR,2024-07-10 05:51,28.33,200.00,8.00,10.00,null
EWR,2024-07-10 06:51,27.78,190.00,4.00,10.00,null
EWR,2024-07-10 07:51,27.22,150.00,5.00,10.00,null
EWR,2024-07-10 08:51,26.67,170.00,4.00,10.00,null
EWR,2024-07-10 09:51,26.67,190.00,6.00,10.00,null
EWR,2024-07-10 10:51,26.67,160.00,5.00,10.00,null
EWR,2024-07-10 11:51,27.78,160.00,4.00,10.00,null
EWR,2024-07-10 12:51,28.89,170.00,6.00,10.00,null
EWR,2024-07-10 13:51,30.56,180.00,8.00,10.00,null
EWR,2024-07-10 14:51,31.67,null,6.00,10.00,null
EWR,2024-07-10 15:51,32.22,120.00,8.00,10.00,null
EWR,2024-07-10 16:51,31.67,160.00,8.00,9.00,-RA
EWR,2024-07-10 17:51,33.89,180.00,13.00,10.00,null
EWR,2024-07-10 18:51,33.33,150.00,11.00,10.00,null
EWR,2024-07-10 19:51,32.78,140.00,12.00,10.00,null
EWR,2024-07-10 20:51,33.33,170.00,16.00,10.00,null
EWR,2024-07-10 21:51,32.22,170.00,16.00,10.00,null
EWR,2024-07-10 22:51,31.11,170.00,17.00,10.00,null
EWR,2024-07-10 23:51,29.44,180.00,15.00,10.00,null
EWR,2024-07-11 00:51,28.89,180.00,10.00,10.00,null
EWR,2024-07-11 01:51,27.78,180.00,12.00,10.00,null
EWR,2024-07-11 02:51,27.22,190.00,13.00,10.00,null
EWR,2024-07-11 03:51,27.22,180.00,10.00,10.00,null
EWR,2024-07-11 04:51,27.22,180.00,9.00,10.00,null
EWR,2024-07-11 05:51,27.22,190.00,12.00,10.00,null
EWR,2024-07-11 06:51,26.11,220.00,7.00,8.00,-RA
EWR,2024-07-11 07:51,25.56,240.00,9.00,10.00,-RA
EWR,2024-07-11 08:51,25.00,0.00,0.00,7.00,-RA
EWR,2024-07-11 09:51,25.00,220.00,6.00,10.00,null
EWR,2024-07-11 10:51,25.00,240.00,11.00,10.00,null
EWR,2024-07-11 11:51,25.56,250.00,12.00,10.00,null
EWR,2024-07-11 12:51,26.67,260.00,10.00,10.00,null
EWR,2024-07-11 13:51,27.78,250.00,12.00,10.00,null
EWR,2024-07-11 14:51,28.89,210.00,9.00,10.00,null
EWR,2024-07-11 15:51,30.56,220.00,14.00,10.00,null
EWR,2024-07-11 16:51,31.67,220.00,11.00,10.00,null
EWR,2024-07-11 17:51,32.22,260.00,16.00,10.00,null
EWR,2024-07-11 18:51,33.33,230.00,10.00,10.00,null
EWR,2024-07-11 19:51,33.33,240.00,14.00,10.00,null
EWR,2024-07-11 20:51,33.33,240.00,10.00,10.00,null
EWR,2024-07-11 21:51,32.78,280.00,12.00,10.00,null
EWR,2024-07-11 22:51,31.11,290.00,15.00,10.00,null
EWR,2024-07-11 23:51,29.44,260.00,14.00,10.00,null
EWR,2024-07-12 00:51,28.33,260.00,9.00,10.00,null
EWR,2024-07-12 01:51,27.78,270.00,7.00,10.00,null
EWR,2024-07-12 02:51,27.22,260.00,6.00,10.00,null
EWR,2024-07-12 03:51,26.67,260.00,6.00,10.00,null
EWR,2024-07-12 04:51,24.44,210.00,4.00,10.00,null
EWR,2024-07-12 05:51,25.56,0.00,0.00,10.00,null
EWR,2024-07-12 06:51,25.56,280.00,4.00,10.00,null
EWR,2024-07-12 07:51,25.00,240.00,3.00,10.00,null
EWR,2024-07-12 08:51,25.00,170.00,3.00,10.00,null
EWR,2024-07-12 09:51,25.56,210.00,3.00,10.00,null
EWR,2024-07-12 10:51,25.00,210.00,6.00,5.00,-RA
EWR,2024-07-12 11:51,23.33,0.00,0.00,2.00,+TSRA BR
EWR,2024-07-12 12:51,23.89,170.00,5.00,10.00,null
EWR,2024-07-12 13:51,25.00,170.00,6.00,10.00,null
EWR,2024-07-12 14:51,26.67,180.00,4.00,10.00,null
EWR,2024-07-12 15:51,26.67,170.00,8.00,10.00,null
EWR,2024-07-12 16:51,27.22,null,3.00,10.00,null
EWR,2024-07-12 17:51,27.78,150.00,6.00,10.00,null
EWR,2024-07-12 18:51,27.78,180.00,9.00,10.00,null
EWR,2024-07-12 19:51,29.44,190.00,8.00,10.00,null
EWR,2024-07-12 20:51,29.44,200.00,7.00,10.00,null
EWR,2024-07-12 21:51,28.33,170.00,10.00,10.00,null
EWR,2024-07-12 22:51,27.22,160.00,7.00,10.00,null
EWR,2024-07-12 23:51,27.22,180.00,8.00,10.00,null
EWR,2024-07-13 00:51,27.22,180.00,8.00,10.00,null
EWR,2024-07-13 01:51,27.22,180.00,10.00,10.00,null
EWR,2024-07-13 02:51,26.67,190.00,12.00,10.00,null
EWR,2024-07-13 03:51,26.11,190.00,6.00,10.00,null
EWR,2024-07-13 04:51,25.56,210.00,6.00,10.00,null
EWR,2024-07-13 05:51,25.00,200.00,7.00,10.00,-RA
EWR,2024-07-13 06:51,25.00,210.00,5.00,10.00,null
EWR,2024-07-13 07:51,24.44,210.00,4.00,10.00,null
EWR,2024-07-13 08:51,25.00,190.00,5.00,10.00,null
EWR,2024-07-13 09:51,23.33,200.00,3.00,7.00,-RA
EWR,2024-07-13 10:51,23.33,180.00,3.00,6.00,-RA BR
EWR,2024-07-13 11:51,23.89,0.00,0.00,3.00,RA BR
EWR,2024-07-13 12:51,25.56,0.00,0.00,10.00,null
EWR,2024-07-13 13:51,25.00,150.00,3.00,4.00,-RA BR
EWR,2024-07-13 14:51,25.00,0.00,0.00,8.00,-RA
EWR,2024-07-13 15:51,27.22,50.00,4.00,10.00,null
EWR,2024-07-13 16:51,28.89,360.00,4.00,10.00,null
EWR,2024-07-13 17:51,30.00,120.00,6.00,10.00,null
EWR,2024-07-13 18:51,31.11,50.00,7.00,10.00,null
EWR,2024-07-13 19:51,31.67,80.00,7.00,10.00,null
EWR,2024-07-13 20:51,31.11,170.00,8.00,10.00,null
EWR,2024-07-13 21:51,30.56,160.00,7.00,10.00,null
EWR,2024-07-13 22:51,29.44,160.00,6.00,10.00,null
EWR,2024-07-13 23:51,29.44,170.00,5.00,10.00,null
EWR,2024-07-14 00:51,28.89,170.00,4.00,10.00,null
EWR,2024-07-14 01:51,28.33,190.00,3.00,10.00,null
EWR,2024-07-14 02:51,27.78,150.00,4.00,10.00,null
EWR,2024-07-14 03:51,27.78,170.00,3.00,10.00,null
EWR,2024-07-14 04:51,27.78,230.00,7.00,10.00,null
EWR,2024-07-14 05:51,27.22,230.00,5.00,10.00,null
EWR,2024-07-14 06:51,26.67,270.00,7.00,10.00,null
EWR,2024-07-14 07:51,26.11,310.00,4.00,10.00,null
EWR,2024-07-14 08:51,25.56,30.00,6.00,10.00,null
EWR,2024-07-14 09:51,25.00,360.00,4.00,10.00,null
EWR,2024-07-14 10:51,26.11,10.00,4.00,10.00,null
EWR,2024-07-14 11:51,27.22,20.00,7.00,10.00,null
EWR,2024-07-14 12:51,28.89,50.00,5.00,10.00,null
EWR,2024-07-14 13:51,29.44,120.00,6.00,10.00,null
EWR,2024-07-14 14:51,30.56,null,6.00,10.00,null
EWR,2024-07-14 15:51,31.11,150.00,8.00,10.00,null
EWR,2024-07-14 16:51,31.11,160.00,9.00,10.00,null
EWR,2024-07-14 17:51,31.11,180.00,6.00,10.00,TS
EWR,2024-07-14 18:51,28.33,180.00,13.00,10.00,TS
EWR,2024-07-14 19:51,27.22,null,4.00,9.00,TS
EWR,2024-07-14 20:51,26.67,190.00,6.00,10.00,null
EWR,2024-07-14 21:51,28.33,190.00,6.00,10.00,null
EWR,2024-07-14 22:51,28.33,180.00,5.00,10.00,null
EWR,2024-07-14 23:51,27.78,180.00,7.00,10.00,null
EWR,2024-07-15 00:51,26.67,180.00,7.00,10.00,null
EWR,2024-07-15 01:51,26.11,170.00,6.00,10.00,null
EWR,2024-07-15 02:51,26.11,180.00,5.00,10.00,null
EWR,2024-07-15 03:51,25.56,180.00,4.00,10.00,null
EWR,2024-07-15 04:51,25.56,200.00,6.00,10.00,null
EWR,2024-07-15 05:51,26.11,170.00,3.00,10.00,null
EWR,2024-07-15 06:51,25.56,0.00,0.00,10.00,null
EWR,2024-07-15 07:51,25.00,180.00,5.00,10.00,null
EWR,2024-07-15 08:51,25.00,260.00,13.00,1.00,+TSRA
EWR,2024-07-15 09:51,25.00,null,3.00,10.00,TS
EWR,2024-07-15 10:51,25.00,0.00,0.00,10.00,null
EWR,2024-07-15 11:51,26.11,null,4.00,10.00,null
EWR,2024-07-15 12:51,26.67,180.00,4.00,10.00,null
EWR,2024-07-15 13:51,27.78,250.00,7.00,10.00,null
EWR,2024-07-15 14:51,29.44,240.00,4.00,10.00,null
EWR,2024-07-15 15:51,30.00,null,3.00,10.00,null
EWR,2024-07-15 16:51,31.67,190.00,6.00,10.00,null
EWR,2024-07-15 17:51,33.33,null,6.00,10.00,null
EWR,2024-07-15 18:51,33.33,150.00,12.00,10.00,null
EWR,2024-07-15 19:51,32.78,150.00,9.00,10.00,null
EWR,2024-07-15 20:51,35.56,240.00,12.00,10.00,null
EWR,2024-07-15 21:51,35.56,260.00,10.00,10.00,null
EWR,2024-07-15 22:51,35.56,260.00,10.00,10.00,null
EWR,2024-07-15 23:51,34.44,230.00,9.00,10.00,null
EWR,2024-07-16 00:51,33.89,240.00,6.00,10.00,null
EWR,2024-07-16 01:51,32.22,210.00,11.00,10.00,null
EWR,2024-07-16 02:51,31.67,210.00,14.00,10.00,null
EWR,2024-07-16 03:51,30.56,210.00,10.00,10.00,null
EWR,2024-07-16 04:51,30.56,220.00,10.00,10.00,null
EWR,2024-07-16 05:51,30.00,250.00,8.00,10.00,null
EWR,2024-07-16 06:51,29.44,250.00,7.00,10.00,null
EWR,2024-07-16 07:51,28.33,240.00,6.00,10.00,null
EWR,2024-07-16 08:51,28.33,240.00,7.00,10.00,null
EWR,2024-07-16 09:51,27.78,260.00,6.00,10.00,null
EWR,2024-07-16 10:51,28.33,270.00,5.00,10.00,null
EWR,2024-07-16 11:51,30.00,260.00,4.00,10.00,null
EWR,2024-07-16 12:51,31.11,0.00,0.00,10.00,null
EWR,2024-07-16 13:51,31.67,230.00,6.00,10.00,null
EWR,2024-07-16 14:51,33.33,null,6.00,10.00,null
EWR,2024-07-16 15:51,33.89,160.00,11.00,10.00,null
EWR,2024-07-16 16:51,34.44,150.00,7.00,10.00,null
EWR,2024-07-16 17:51,34.44,130.00,9.00,10.00,null
EWR,2024-07-16 18:51,35.00,160.00,8.00,10.00,null
EWR,2024-07-16 19:51,36.67,190.00,14.00,10.00,null
EWR,2024-07-16 20:51,37.22,200.00,23.00,10.00,null
EWR,2024-07-16 21:51,36.67,220.00,17.00,10.00,null
EWR,2024-07-16 22:51,36.11,240.00,26.00,10.00,-RA
EWR,2024-07-16 23:51,31.67,210.00,9.00,10.00,null
EWR,2024-07-17 00:51,31.67,250.00,22.00,10.00,TS
EWR,2024-07-17 01:51,27.22,220.00,12.00,10.00,TS
EWR,2024-07-17 02:51,27.22,250.00,13.00,10.00,null
EWR,2024-07-17 03:51,25.56,230.00,11.00,10.00,null
EWR,2024-07-17 04:51,25.56,260.00,6.00,10.00,null
EWR,2024-07-17 05:51,25.56,240.00,9.00,10.00,null
EWR,2024-07-17 06:51,25.56,260.00,8.00,10.00,null
EWR,2024-07-17 07:51,25.56,260.00,6.00,10.00,null
EWR,2024-07-17 08:51,26.11,260.00,5.00,10.00,null
EWR,2024-07-17 09:51,26.11,280.00,6.00,10.00,null
EWR,2024-07-17 10:51,26.67,240.00,5.00,10.00,null
EWR,2024-07-17 11:51,26.11,200.00,5.00,10.00,null
EWR,2024-07-17 12:51,26.67,170.00,7.00,10.00,null
EWR,2024-07-17 13:51,26.67,170.00,7.00,10.00,null
EWR,2024-07-17 14:51,28.33,null,3.00,10.00,null
EWR,2024-07-17 15:51,30.00,null,5.00,10.00,null
EWR,2024-07-17 16:51,31.11,140.00,6.00,10.00,null
EWR,2024-07-17 17:51,31.67,130.00,7.00,10.00,null
EWR,2024-07-17 18:51,32.22,160.00,11.00,10.00,null
EWR,2024-07-17 19:51,31.11,130.00,10.00,10.00,null
EWR,2024-07-17 20:51,32.22,160.00,8.00,10.00,null
EWR,2024-07-17 21:51,33.89,240.00,16.00,10.00,null
EWR,2024-07-17 22:51,32.78,250.00,10.00,10.00,null
EWR,2024-07-17 23:51,32.22,260.00,9.00,10.00,null
EWR,2024-07-18 00:51,31.67,300.00,5.00,10.00,TS
EWR,2024-07-18 01:51,23.89,350.00,10.00,4.00,+TSRA BR
EWR,2024-07-18 02:51,23.33,20.00,6.00,6.00,-TSRA BR
EWR,2024-07-18 03:51,23.33,30.00,5.00,10.00,-RA
EWR,2024-07-18 04:51,23.89,0.00,0.00,10.00,null
EWR,2024-07-18 05:51,23.33,230.00,6.00,10.00,null
EWR,2024-07-18 06:51,23.33,270.00,7.00,10.00,null
EWR,2024-07-18 07:51,23.33,270.00,6.00,10.00,null
EWR,2024-07-18 08:51,23.33,280.00,6.00,10.00,null
EWR,2024-07-18 09:51,23.33,270.00,6.00,10.00,null
EWR,2024-07-18 10:51,23.89,300.00,4.00,10.00,null
EWR,2024-07-18 11:51,24.44,320.00,7.00,10.00,null
EWR,2024-07-18 12:51,25.00,330.00,9.00,10.00,null
