station,valid,tmpc,drct,sknt,vsby,wxcodes,skyc1,skyl1
BOS,2024-01-15 20:54,-0.56,240.00,9.00,10.00,null,FEW,3000.00
BOS,2024-01-15 21:54,-0.56,230.00,8.00,10.00,null,FEW,3000.00
BOS,2024-01-15 22:54,-0.56,230.00,8.00,10.00,null,FEW,9000.00
BOS,2024-01-15 23:54,-0.56,320.00,3.00,10.00,null,BKN,8000.00
BOS,2024-01-16 00:54,-0.56,0.00,0.00,10.00,null,FEW,7500.00
BOS,2024-01-16 01:54,-1.11,220.00,6.00,10.00,null,BKN,16000.00
BOS,2024-01-16 02:54,-1.11,210.00,7.00,10.00,null,BKN,9500.00
BOS,2024-01-16 03:54,-1.11,210.00,7.00,10.00,null,OVC,8000.00
BOS,2024-01-16 04:54,-1.11,220.00,6.00,10.00,null,OVC,5500.00
BOS,2024-01-16 05:54,-1.67,200.00,5.00,9.00,-SN,OVC,4300.00
BOS,2024-01-16 06:54,-2.78,210.00,3.00,6.00,-SN,OVC,3300.00
BOS,2024-01-16 07:54,-3.89,0.00,0.00,2.00,-SN BR,FEW,1200.00
BOS,2024-01-16 08:54,-3.89,340.00,4.00,1.50,-SN BR,FEW,700.00
BOS,2024-01-16 09:54,-3.89,20.00,5.00,2.00,-SN BR,FEW,700.00
BOS,2024-01-16 10:54,-3.89,360.00,5.00,2.00,-SN BR,FEW,700.00
BOS,2024-01-16 11:54,-3.33,10.00,6.00,2.00,-SN BR,BKN,800.00
BOS,2024-01-16 12:54,-3.33,10.00,7.00,1.50,BR,OVC,800.00
BOS,2024-01-16 13:54,-2.78,360.00,7.00,1.00,-SN BR,OVC,900.00
BOS,2024-01-16 14:54,-2.22,350.00,8.00,1.25,-SN BR,OVC,700.00
BOS,2024-01-16 15:54,-1.11,10.00,7.00,0.75,-SN BR,OVC,500.00
BOS,2024-01-16 16:54,0.56,60.00,11.00,2.50,-SN BR,OVC,400.00
BOS,2024-01-16 17:54,0.56,10.00,6.00,5.00,-PLRA BR,OVC,700.00
BOS,2024-01-16 18:54,1.11,30.00,12.00,3.00,-PLRA,OVC,500.00
BOS,2024-01-16 19:54,1.11,360.00,8.00,1.50,RASN BR,BKN,500.00
BOS,2024-01-16 20:46,0.00,350.00,11.00,2.00,-RASN BR,BKN,500.00
BOS,2024-01-16 21:54,0.00,320.00,14.00,6.00,-RASN BR,BKN,500.00
BOS,2024-01-16 22:54,-2.22,320.00,17.00,6.00,-FZRA BR,OVC,700.00
BOS,2024-01-16 23:54,-3.33,310.00,18.00,3.00,-FZRA BR,FEW,700.00
BOS,2024-01-17 00:54,-2.78,300.00,11.00,7.00,-SN BR,FEW,700.00
BOS,2024-01-17 01:54,-2.22,310.00,14.00,7.00,null,FEW,700.00
BOS,2024-01-17 02:54,-2.78,310.00,16.00,10.00,null,FEW,900.00
BOS,2024-01-17 03:54,-3.89,300.00,20.00,10.00,null,FEW,2500.00
BOS,2024-01-17 04:54,-4.44,290.00,14.00,10.00,null,FEW,2700.00
BOS,2024-01-17 05:54,-5.00,280.00,14.00,10.00,null,CLR,null
BOS,2024-01-17 06:54,-5.56,280.00,14.00,10.00,null,CLR,null
BOS,2024-01-17 07:54,-6.11,280.00,14.00,10.00,null,CLR,null
BOS,2024-01-17 08:54,-6.11,290.00,17.00,10.00,null,CLR,null
BOS,2024-01-17 09:54,-6.67,290.00,15.00,10.00,null,CLR,null
BOS,2024-01-17 10:54,-6.67,290.00,11.00,10.00,null,CLR,null
BOS,2024-01-17 11:54,-7.22,290.00,12.00,10.00,null,FEW,4000.00
BOS,2024-01-17 12:54,-6.67,290.00,13.00,10.00,null,FEW,4000.00
BOS,2024-01-17 13:54,-6.67,300.00,14.00,10.00,null,FEW,4000.00
BOS,2024-01-17 14:54,-5.56,290.00,15.00,10.00,null,FEW,4000.00
BOS,2024-01-17 15:54,-4.44,290.00,14.00,10.00,null,FEW,4000.00
BOS,2024-01-17 16:54,-3.89,280.00,13.00,10.00,null,FEW,4000.00
BOS,2024-01-17 17:54,-3.33,260.00,14.00,10.00,null,FEW,3900.00
BOS,2024-01-17 18:54,-2.78,270.00,13.00,10.00,null,FEW,3900.00
BOS,2024-01-17 19:54,-3.33,260.00,14.00,10.00,null,SCT,4300.00
BOS,2024-01-17 20:54,-3.33,250.00,9.00,10.00,null,SCT,4400.00
BOS,2024-01-17 21:54,-4.44,270.00,14.00,10.00,null,FEW,4300.00
BOS,2024-01-17 22:54,-4.44,260.00,9.00,10.00,null,FEW,4500.00
BOS,2024-01-17 23:54,-5.00,280.00,14.00,10.00,null,CLR,null
BOS,2024-01-18 00:54,-5.56,270.00,16.00,10.00,null,CLR,null
BOS,2024-01-18 01:54,-6.11,260.00,12.00,10.00,null,CLR,null
BOS,2024-01-18 02:54,-6.67,230.00,11.00,10.00,null,CLR,null
BOS,2024-01-18 03:54,-6.67,230.00,15.00,10.00,null,CLR,null
BOS,2024-01-18 04:54,-7.22,240.00,11.00,10.00,null,CLR,null
BOS,2024-01-18 05:54,-7.22,240.00,13.00,10.00,null,CLR,null
BOS,2024-01-18 06:54,-7.78,240.00,12.00,10.00,null,CLR,null
BOS,2024-01-18 07:54,-7.22,240.00,17.00,10.00,null,CLR,null
BOS,2024-01-18 08:54,-7.22,240.00,15.00,10.00,null,SCT,25000.00
BOS,2024-01-18 09:54,-7.22,240.00,14.00,10.00,null,SCT,25000.00
BOS,2024-01-18 10:54,-7.78,240.00,15.00,10.00,null,BKN,25000.00
BOS,2024-01-18 11:54,-6.67,260.00,16.00,10.00,null,BKN,25000.00
BOS,2024-01-18 12:54,-6.67,260.00,11.00,10.00,null,BKN,25000.00
BOS,2024-01-18 13:54,-6.67,240.00,11.00,10.00,null,BKN,25000.00
BOS,2024-01-18 14:54,-6.11,240.00,15.00,10.00,null,FEW,20000.00
BOS,2024-01-18 15:54,-5.00,250.00,12.00,10.00,null,BKN,18000.00
BOS,2024-01-18 16:54,-3.89,240.00,12.00,10.00,null,OVC,16000.00
BOS,2024-01-18 17:54,-2.78,240.00,9.00,10.00,null,BKN,14000.00
BOS,2024-01-18 18:54,-1.67,230.00,14.00,10.00,null,FEW,14000.00
BOS,2024-01-18 19:54,-2.22,250.00,14.00,10.00,null,FEW,6000.00
BOS,2024-01-18 20:54,-2.22,220.00,10.00,10.00,null,FEW,6000.00
BOS,2024-01-18 21:54,-2.22,230.00,12.00,10.00,null,OVC,11000.00
BOS,2024-01-18 22:54,-2.22,220.00,12.00,10.00,null,BKN,10000.00
BOS,2024-01-18 23:54,-2.22,230.00,10.00,10.00,null,BKN,10000.00
BOS,2024-01-19 00:54,-2.78,240.00,10.00,10.00,null,BKN,11000.00
BOS,2024-01-19 01:54,-2.78,240.00,12.00,10.00,null,OVC,10000.00
BOS,2024-01-19 02:54,-2.22,270.00,12.00,10.00,null,OVC,10000.00
BOS,2024-01-19 03:54,-2.22,280.00,7.00,10.00,null,OVC,10000.00
BOS,2024-01-19 04:54,-2.78,280.00,7.00,10.00,null,SCT,10000.00
BOS,2024-01-19 05:54,-2.78,280.00,8.00,10.00,null,FEW,11000.00
BOS,2024-01-19 06:54,-3.33,290.00,5.00,10.00,null,OVC,10000.00
BOS,2024-01-19 07:54,-3.33,290.00,6.00,10.00,null,FEW,10000.00
BOS,2024-01-19 08:54,-3.89,290.00,4.00,10.00,null,FEW,11000.00
BOS,2024-01-19 09:54,-3.89,300.00,6.00,10.00,null,FEW,11000.00
BOS,2024-01-19 10:54,-4.44,350.00,3.00,10.00,null,FEW,11000.00
BOS,2024-01-19 11:54,-3.89,340.00,6.00,10.00,null,FEW,10000.00
BOS,2024-01-19 12:54,-4.44,350.00,6.00,10.00,null,BKN,12000.00
BOS,2024-01-19 13:54,-3.89,360.00,6.00,10.00,null,FEW,5000.00
BOS,2024-01-19 14:54,-3.89,20.00,9.00,10.00,null,FEW,5000.00
BOS,2024-01-19 15:54,-2.78,10.00,8.00,10.00,null,FEW,5000.00
BOS,2024-01-19 16:54,-2.22,360.00,10.00,10.00,null,FEW,4500.00
BOS,2024-01-19 17:54,-1.67,20.00,10.00,10.00,null,FEW,5000.00
BOS,2024-01-19 18:54,-2.22,360.00,6.00,10.00,null,FEW,5000.00
BOS,2024-01-19 19:54,-2.22,340.00,10.00,10.00,null,FEW,5000.00
BOS,2024-01-19 20:54,-2.78,330.00,8.00,10.00,null,FEW,5000.00
BOS,2024-01-19 21:54,-3.33,310.00,11.00,10.00,null,SCT,5500.00
BOS,2024-01-19 22:54,-3.33,330.00,11.00,10.00,null,SCT,6000.00
BOS,2024-01-19 23:54,-3.89,320.00,15.00,10.00,null,OVC,10000.00
BOS,2024-01-20 00:54,-4.44,330.00,12.00,10.00,null,OVC,10000.00
BOS,2024-01-20 01:54,-5.56,310.00,13.00,10.00,null,BKN,10000.00
BOS,2024-01-20 02:54,-6.11,320.00,15.00,10.00,null,OVC,10000.00
BOS,2024-01-20 03:54,-6.67,320.00,12.00,10.00,null,FEW,8000.00
BOS,2024-01-20 04:54,-6.67,290.00,11.00,10.00,null,FEW,8000.00
BOS,2024-01-20 05:54,-7.78,320.00,10.00,10.00,null,FEW,8000.00
BOS,2024-01-20 06:54,-8.89,290.00,15.00,10.00,null,SCT,12000.00
BOS,2024-01-20 07:54,-8.89,290.00,15.00,10.00,null,FEW,12000.00
BOS,2024-01-20 08:54,-9.44,280.00,13.00,10.00,null,FEW,12000.00
BOS,2024-01-20 09:54,-9.44,280.00,11.00,10.00,null,FEW,12000.00
BOS,2024-01-20 10:54,-10.00,290.00,16.00,10.00,null,FEW,10000.00
BOS,2024-01-20 11:54,-10.00,320.00,16.00,10.00,null,FEW,4000.00
BOS,2024-01-20 12:54,-10.00,290.00,15.00,10.00,null,FEW,5000.00
BOS,2024-01-20 13:54,-9.44,290.00,13.00,10.00,null,FEW,4000.00
BOS,2024-01-20 14:54,-9.44,320.00,15.00,10.00,null,FEW,4000.00
BOS,2024-01-20 15:54,-8.89,290.00,12.00,10.00,null,FEW,4000.00
BOS,2024-01-20 16:54,-7.78,290.00,13.00,10.00,null,FEW,4000.00
BOS,2024-01-20 17:54,-7.78,290.00,12.00,10.00,null,FEW,5000.00
BOS,2024-01-20 18:54,-7.22,280.00,12.00,10.00,null,FEW,5000.00
BOS,2024-01-20 19:54,-6.67,290.00,10.00,10.00,null,FEW,9500.00
BOS,2024-01-20 20:54,-6.67,330.00,16.00,10.00,null,FEW,5000.00
BOS,2024-01-20 21:54,-8.33,310.00,14.00,1.25,-SN,FEW,1700.00
BOS,2024-01-20 22:54,-8.89,290.00,11.00,2.00,-SN BR,OVC,1900.00
BOS,2024-01-20 23:54,-8.89,320.00,15.00,4.00,-SN,OVC,4000.00
BOS,2024-01-21 00:54,-8.89,320.00,14.00,9.00,-SN,OVC,4800.00
BOS,2024-01-21 01:54,-9.44,310.00,13.00,10.00,null,BKN,6000.00
BOS,2024-01-21 02:54,-9.44,310.00,13.00,9.00,null,SCT,5000.00
BOS,2024-01-21 03:54,-10.00,310.00,14.00,10.00,null,SCT,4600.00
BOS,2024-01-21 04:54,-9.44,310.00,14.00,10.00,null,FEW,5500.00
BOS,2024-01-21 05:54,-9.44,320.00,14.00,10.00,null,OVC,3900.00
BOS,2024-01-21 06:54,-8.89,310.00,13.00,10.00,null,OVC,4100.00
BOS,2024-01-21 07:54,-8.89,310.00,16.00,10.00,null,OVC,4300.00
BOS,2024-01-21 08:54,-9.44,310.00,17.00,10.00,null,FEW,4500.00
BOS,2024-01-21 09:54,-9.44,310.00,14.00,10.00,null,SCT,11000.00
BOS,2024-01-21 10:54,-9.44,300.00,19.00,10.00,null,SCT,10000.00
BOS,2024-01-21 11:54,-9.44,310.00,15.00,10.00,null,FEW,3000.00
BOS,2024-01-21 12:54,-9.44,310.00,13.00,10.00,null,FEW,3000.00
BOS,2024-01-21 13:54,-8.89,310.00,14.00,10.00,null,FEW,3000.00
BOS,2024-01-21 14:54,-7.78,320.00,16.00,10.00,null,FEW,3000.00
BOS,2024-01-21 15:54,-7.22,300.00,14.00,10.00,null,FEW,3000.00
BOS,2024-01-21 16:54,-6.11,300.00,12.00,10.00,null,FEW,3000.00
BOS,2024-01-21 17:54,-5.00,290.00,15.00,10.00,null,FEW,3000.00
BOS,2024-01-21 18:54,-3.33,280.00,11.00,10.00,null,FEW,3000.00
BOS,2024-01-21 19:54,-2.78,290.00,13.00,10.00,null,FEW,3000.00
BOS,2024-01-21 20:54,-2.22,310.00,16.00,10.00,null,CLR,null
BOS,2024-01-21 21:54,-3.33,300.00,16.00,10.00,null,CLR,null
BOS,2024-01-21 22:54,-3.33,290.00,14.00,10.00,null,CLR,null
BOS,2024-01-21 23:54,-3.89,300.00,13.00,10.00,null,CLR,null
BOS,2024-01-22 00:54,-5.00,290.00,13.00,10.00,null,CLR,null
BOS,2024-01-22 01:54,-5.00,290.00,16.00,10.00,null,CLR,null
BOS,2024-01-22 02:54,-5.56,290.00,11.00,10.00,null,CLR,null
BOS,2024-01-22 03:54,-6.11,290.00,15.00,10.00,null,CLR,null
BOS,2024-01-22 04:54,-6.11,290.00,11.00,10.00,null,CLR,null
BOS,2024-01-22 05:54,-6.11,290.00,8.00,10.00,null,CLR,null
BOS,2024-01-22 06:54,-6.67,300.00,9.00,10.00,null,CLR,null
BOS,2024-01-22 07:54,-6.67,290.00,8.00,10.00,null,CLR,null
BOS,2024-01-22 08:54,-6.67,280.00,5.00,10.00,null,CLR,null
BOS,2024-01-22 09:54,-7.22,280.00,9.00,10.00,null,CLR,null
BOS,2024-01-22 10:54,-6.11,270.00,8.00,10.00,null,CLR,null
BOS,2024-01-22 11:54,-6.67,290.00,9.00,10.00,null,FEW,9000.00
BOS,2024-01-22 12:54,-5.56,270.00,7.00,10.00,null,FEW,9000.00
BOS,2024-01-22 13:54,-3.89,270.00,6.00,10.00,null,FEW,9000.00
BOS,2024-01-22 14:54,-2.22,260.00,7.00,10.00,null,FEW,9000.00
BOS,2024-01-22 15:54,-1.67,280.00,6.00,10.00,null,FEW,9000.00
BOS,2024-01-22 16:54,0.00,240.00,9.00,10.00,null,SCT,25000.00
BOS,2024-01-22 17:54,1.67,220.00,10.00,10.00,null,FEW,9000.00
BOS,2024-01-22 18:54,2.78,220.00,10.00,10.00,null,FEW,10000.00
BOS,2024-01-22 19:54,3.33,230.00,11.00,10.00,null,FEW,10000.00
BOS,2024-01-22 20:54,3.33,230.00,9.00,10.00,null,FEW,9000.00
BOS,2024-01-22 21:54,2.78,230.00,10.00,10.00,null,FEW,8500.00
BOS,2024-01-22 22:54,2.22,230.00,11.00,10.00,null,FEW,8000.00
BOS,2024-01-22 23:54,2.22,220.00,11.00,10.00,null,BKN,9000.00
BOS,2024-01-23 00:54,1.67,220.00,13.00,10.00,null,BKN,9500.00
BOS,2024-01-23 01:54,1.11,220.00,15.00,10.00,null,OVC,8500.00
BOS,2024-01-23 02:54,1.67,230.00,11.00,10.00,null,OVC,10000.00
BOS,2024-01-23 03:54,1.67,230.00,15.00,10.00,null,OVC,10000.00
BOS,2024-01-23 04:54,2.22,240.00,17.00,10.00,null,OVC,9500.00
BOS,2024-01-23 05:54,2.22,240.00,15.00,10.00,null,OVC,7500.00
BOS,2024-01-23 06:54,2.78,230.00,13.00,10.00,null,FEW,7500.00
BOS,2024-01-23 07:54,2.22,230.00,10.00,10.00,null,SCT,7000.00
BOS,2024-01-23 08:54,2.22,230.00,9.00,10.00,null,FEW,7500.00
BOS,2024-01-23 09:54,1.11,230.00,6.00,10.00,null,FEW,9500.00
BOS,2024-01-23 10:54,2.22,260.00,10.00,10.00,null,SCT,9000.00
BOS,2024-01-23 11:54,2.22,260.00,9.00,10.00,null,FEW,9000.00
BOS,2024-01-23 12:54,2.78,250.00,9.00,10.00,null,BKN,4200.00
BOS,2024-01-23 13:54,3.33,270.00,9.00,10.00,null,SCT,4100.00
BOS,2024-01-23 14:54,3.89,270.00,8.00,10.00,null,FEW,4000.00
BOS,2024-01-23 15:54,3.89,320.00,7.00,10.00,null,BKN,3700.00
BOS,2024-01-23 16:54,3.89,320.00,10.00,10.00,null,FEW,4000.00
BOS,2024-01-23 17:54,4.44,310.00,9.00,10.00,null,FEW,4000.00
BOS,2024-01-23 18:54,3.89,330.00,6.00,10.00,null,FEW,3300.00
BOS,2024-01-23 19:54,3.89,300.00,8.00,10.00,null,FEW,3300.00
BOS,2024-01-23 20:54,3.89,310.00,7.00,10.00,null,FEW,3200.00
BOS,2024-01-23 21:54,3.89,330.00,6.00,10.00,null,FEW,2900.00
BOS,2024-01-23 22:54,3.33,360.00,6.00,10.00,null,FEW,2700.00
BOS,2024-01-23 23:54,2.78,10.00,5.00,10.00,null,SCT,4500.00
BOS,2024-01-24 00:54,2.22,10.00,4.00,10.00,null,FEW,3500.00
BOS,2024-01-24 01:54,2.22,20.00,5.00,10.00,null,FEW,3600.00
BOS,2024-01-24 02:54,1.67,0.00,0.00,6.00,-SN BR,FEW,2600.00
BOS,2024-01-24 03:54,1.11,350.00,3.00,6.00,-SN BR,FEW,2900.00
BOS,2024-01-24 04:54,0.00,340.00,7.00,2.00,-SN BR,SCT,800.00
BOS,2024-01-24 05:54,0.00,350.00,5.00,1.50,-SN BR,FEW,500.00
BOS,2024-01-24 06:54,0.00,330.00,5.00,1.50,-SN BR,FEW,600.00
BOS,2024-01-24 07:54,0.00,320.00,3.00,2.00,-SN BR,BKN,500.00
BOS,2024-01-24 08:54,0.00,350.00,4.00,3.00,-SN BR,OVC,500.00
BOS,2024-01-24 09:54,0.56,0.00,0.00,5.00,-SNRA BR,SCT,600.00
BOS,2024-01-24 10:54,1.11,160.00,4.00,7.00,-RASN,FEW,600.00
BOS,2024-01-24 11:54,1.11,140.00,6.00,10.00,-RASN,FEW,600.00
BOS,2024-01-24 12:54,1.11,160.00,7.00,3.00,BR,OVC,500.00
BOS,2024-01-24 13:54,1.11,190.00,5.00,5.00,BR,SCT,500.00
BOS,2024-01-24 14:54,1.11,200.00,6.00,4.00,BR,FEW,500.00
BOS,2024-01-24 15:54,1.67,190.00,5.00,3.00,-DZ BR,FEW,1600.00
BOS,2024-01-24 16:54,1.67,180.00,5.00,4.00,-DZ BR,FEW,700.00
BOS,2024-01-24 17:54,1.67,150.00,4.00,4.00,BR,FEW,600.00
BOS,2024-01-24 18:54,2.22,null,4.00,7.00,null,FEW,600.00
BOS,2024-01-24 19:54,2.78,160.00,5.00,7.00,null,BKN,600.00
BOS,2024-01-24 20:54,2.78,180.00,4.00,2.00,BR,OVC,600.00
BOS,2024-01-24 21:54,2.78,150.00,4.00,2.50,BR,BKN,600.00
BOS,2024-01-24 22:54,2.78,140.00,6.00,5.00,-RA BR,OVC,600.00
BOS,2024-01-24 23:54,3.33,160.00,6.00,3.00,-RA BR,OVC,600.00
BOS,2024-01-25 00:54,3.33,170.00,5.00,5.00,-RA BR,OVC,700.00
BOS,2024-01-25 01:54,3.33,150.00,3.00,4.00,-RA BR,OVC,700.00
BOS,2024-01-25 02:54,3.33,140.00,5.00,4.00,-RA BR,OVC,600.00
BOS,2024-01-25 03:54,3.89,170.00,3.00,4.00,RA BR,BKN,700.00
BOS,2024-01-25 04:54,3.89,170.00,5.00,3.00,-RA BR,FEW,900.00
BOS,2024-01-25 05:54,3.89,180.00,4.00,4.00,-RA BR,BKN,700.00
BOS,2024-01-25 06:54,5.00,180.00,4.00,7.00,-RA,BKN,700.00
BOS,2024-01-25 07:54,7.78,230.00,10.00,10.00,-RA,FEW,700.00
BOS,2024-01-25 08:54,8.33,220.00,12.00,10.00,-RA,FEW,800.00
BOS,2024-01-25 09:54,8.89,220.00,12.00,10.00,-RA,FEW,800.00
BOS,2024-01-25 10:54,10.00,250.00,10.00,10.00,-RA,FEW,900.00
BOS,2024-01-25 11:54,10.00,250.00,6.00,10.00,null,SCT,1300.00
BOS,2024-01-25 12:54,10.56,250.00,8.00,10.00,-RA,FEW,1000.00
BOS,2024-01-25 13:54,10.56,320.00,5.00,10.00,null,FEW,1100.00
BOS,2024-01-25 14:54,8.33,350.00,6.00,10.00,null,FEW,1500.00
BOS,2024-01-25 15:54,8.89,320.00,4.00,10.00,null,FEW,2000.00
BOS,2024-01-25 16:54,9.44,300.00,6.00,10.00,null,FEW,2000.00
BOS,2024-01-25 17:54,10.00,10.00,7.00,10.00,null,FEW,3000.00
BOS,2024-01-25 18:54,6.11,90.00,9.00,10.00,null,FEW,3500.00
BOS,2024-01-25 19:54,6.11,60.00,9.00,10.00,null,FEW,2500.00
BOS,2024-01-25 20:54,6.11,90.00,5.00,10.00,null,FEW,2500.00
BOS,2024-01-25 21:54,4.44,100.00,5.00,10.00,null,FEW,4000.00
BOS,2024-01-25 22:54,4.44,80.00,5.00,10.00,null,FEW,14000.00
BOS,2024-01-25 23:54,4.44,50.00,5.00,10.00,null,BKN,3300.00
BOS,2024-01-26 00:54,5.00,50.00,8.00,10.00,null,OVC,3200.00
BOS,2024-01-26 01:54,4.44,50.00,8.00,10.00,null,OVC,3000.00
BOS,2024-01-26 02:54,4.44,50.00,8.00,10.00,null,OVC,2800.00
BOS,2024-01-26 03:54,4.44,50.00,7.00,10.00,null,FEW,1500.00
BOS,2024-01-26 04:54,4.44,70.00,7.00,10.00,null,SCT,1300.00
BOS,2024-01-26 05:54,4.44,80.00,12.00,10.00,null,FEW,1000.00
BOS,2024-01-26 06:54,3.89,80.00,13.00,10.00,null,FEW,1300.00
BOS,2024-01-26 07:54,3.89,90.00,11.00,10.00,null,SCT,2000.00
BOS,2024-01-26 08:54,3.89,90.00,11.00,10.00,-RA,SCT,1600.00
BOS,2024-01-26 09:54,3.33,80.00,12.00,8.00,-RA,BKN,1300.00
BOS,2024-01-26 10:54,3.33,80.00,11.00,4.00,+RA BR,BKN,1500.00
BOS,2024-01-26 11:54,3.33,80.00,10.00,5.00,RA BR,OVC,1000.00
BOS,2024-01-26 12:54,3.33,80.00,9.00,1.25,RA BR,BKN,600.00
BOS,2024-01-26 13:54,3.89,50.00,8.00,1.50,-RA BR,BKN,500.00
BOS,2024-01-26 14:54,3.89,60.00,8.00,1.25,RA BR,BKN,500.00
BOS,2024-01-26 15:54,3.89,60.00,13.00,6.00,BR,BKN,500.00
BOS,2024-01-26 16:54,4.44,60.00,9.00,5.00,-RA BR,OVC,600.00
BOS,2024-01-26 17:54,4.44,50.00,9.00,1.25,BR,OVC,400.00
BOS,2024-01-26 18:54,5.00,90.00,6.00,0.75,BR,BKN,500.00
BOS,2024-01-26 19:54,5.00,70.00,5.00,0.75,-DZ BR,OVC,500.00
BOS,2024-01-26 20:54,5.00,30.00,4.00,0.75,-DZ BR,BKN,400.00
BOS,2024-01-26 21:54,4.44,30.00,8.00,0.75,-DZ BR,SCT,300.00
BOS,2024-01-26 22:54,4.44,20.00,7.00,2.00,null,OVC,500.00
BOS,2024-01-26 23:54,4.44,20.00,8.00,10.00,null,OVC,600.00
BOS,2024-01-27 00:54,4.44,30.00,7.00,10.00,null,FEW,400.00
BOS,2024-01-27 01:54,4.44,350.00,5.00,10.00,null,OVC,600.00
BOS,2024-01-27 02:54,3.89,20.00,8.00,2.50,-DZ BR,OVC,400.00
BOS,2024-01-27 03:54,3.33,360.00,10.00,5.00,BR,OVC,500.00
BOS,2024-01-27 04:54,2.78,10.00,8.00,3.00,BR,OVC,400.00
BOS,2024-01-27 05:54,2.78,10.00,7.00,7.00,null,OVC,500.00
BOS,2024-01-27 06:54,2.78,10.00,8.00,10.00,null,OVC,600.00
BOS,2024-01-27 07:54,2.22,360.00,7.00,10.00,null,OVC,500.00
BOS,2024-01-27 08:54,2.22,350.00,8.00,7.00,-DZ,OVC,400.00
BOS,2024-01-27 09:54,2.22,350.00,7.00,3.00,-DZ BR,OVC,400.00
BOS,2024-01-27 10:54,1.67,360.00,7.00,2.50,-DZ BR,OVC,500.00
BOS,2024-01-27 11:54,1.67,10.00,9.00,10.00,null,OVC,600.00
BOS,2024-01-27 12:54,1.67,10.00,8.00,10.00,null,OVC,700.00
BOS,2024-01-27 13:54,1.67,10.00,9.00,10.00,null,OVC,800.00
BOS,2024-01-27 14:54,2.22,20.00,6.00,10.00,null,OVC,900.00
BOS,2024-01-27 15:54,2.78,10.00,6.00,10.00,null,OVC,1000.00
BOS,2024-01-27 16:54,2.78,330.00,5.00,10.00,null,OVC,1100.00
BOS,2024-01-27 17:54,3.33,350.00,3.00,10.00,null,OVC,1400.00
BOS,2024-01-27 18:54,3.33,360.00,6.00,10.00,null,OVC,1900.00
BOS,2024-01-27 19:54,3.89,0.00,0.00,10.00,null,FEW,2000.00
BOS,2024-01-27 20:54,2.78,130.00,6.00,10.00,null,OVC,3300.00
BOS,2024-01-27 21:54,2.78,120.00,6.00,10.00,null,OVC,3400.00
BOS,2024-01-27 22:54,2.78,130.00,6.00,10.00,null,OVC,2600.00
BOS,2024-01-27 23:54,2.78,130.00,6.00,10.00,null,OVC,2900.00
BOS,2024-01-28 00:54,2.78,160.00,5.00,10.00,-DZ,FEW,2500.00
BOS,2024-01-28 01:54,2.78,220.00,4.00,10.00,null,FEW,2700.00
BOS,2024-01-28 02:54,2.22,0.00,0.00,10.00,null,BKN,2600.00
BOS,2024-01-28 03:54,1.67,160.00,5.00,10.00,null,OVC,2800.00
BOS,2024-01-28 04:54,2.22,200.00,6.00,10.00,null,OVC,3200.00
BOS,2024-01-28 05:54,2.22,180.00,3.00,10.00,null,OVC,2900.00
BOS,2024-01-28 06:54,2.78,230.00,6.00,10.00,null,OVC,2900.00
BOS,2024-01-28 07:54,2.22,200.00,6.00,10.00,null,OVC,2500.00
BOS,2024-01-28 08:54,2.22,190.00,4.00,10.00,null,OVC,2500.00
BOS,2024-01-28 09:54,2.22,180.00,4.00,10.00,null,OVC,2500.00
BOS,2024-01-28 10:54,2.22,190.00,5.00,10.00,null,OVC,2600.00
BOS,2024-01-28 11:54,2.22,140.00,4.00,10.00,null,SCT,2600.00
BOS,2024-01-28 12:54,2.22,130.00,5.00,10.00,null,SCT,2500.00
BOS,2024-01-28 13:54,2.78,120.00,5.00,10.00,null,SCT,2500.00
BOS,2024-01-28 14:54,2.78,110.00,5.00,10.00,-RAPL,BKN,1600.00
BOS,2024-01-28 15:54,1.67,90.00,7.00,6.00,-RASN BR,BKN,1500.00
BOS,2024-01-28 16:54,1.67,90.00,9.00,5.00,-RASN BR,BKN,900.00
BOS,2024-01-28 17:54,2.78,90.00,13.00,10.00,-RA,BKN,900.00
BOS,2024-01-28 18:54,2.78,70.00,13.00,10.00,-RASN,BKN,900.00
BOS,2024-01-28 19:54,2.78,50.00,14.00,6.00,-RASN BR,OVC,600.00
BOS,2024-01-28 20:54,2.78,60.00,15.00,5.00,-RA BR,OVC,600.00
BOS,2024-01-28 21:54,2.78,60.00,18.00,2.00,-RA BR,OVC,600.00
BOS,2024-01-28 22:54,2.78,50.00,16.00,2.00,-RA BR,BKN,600.00
BOS,2024-01-28 23:54,1.67,30.00,17.00,2.50,-SNRA BR,OVC,600.00
BOS,2024-01-29 00:54,1.11,20.00,11.00,4.00,-SNRA BR,OVC,700.00
BOS,2024-01-29 01:54,1.11,20.00,13.00,3.00,-SN BR,OVC,600.00
BOS,2024-01-29 02:54,1.11,20.00,15.00,2.00,-SN BR,OVC,600.00
BOS,2024-01-29 03:54,1.11,20.00,15.00,2.00,-SN BR,OVC,800.00
BOS,2024-01-29 04:54,1.11,10.00,13.00,2.00,-SN BR,BKN,800.00
BOS,2024-01-29 05:54,1.11,10.00,14.00,4.00,-SN BR,OVC,1000.00
BOS,2024-01-29 06:54,0.56,10.00,13.00,5.00,-SN BR,BKN,1000.00
BOS,2024-01-29 07:54,0.56,360.00,9.00,5.00,-SN BR,BKN,900.00
BOS,2024-01-29 08:54,1.11,360.00,10.00,6.00,-SN BR,BKN,800.00
