station,valid,tmpc,drct,sknt,vsby,wxcodes
EWR,2024-06-24 00:51,31.11,220.00,16.00,10.00,null
EWR,2024-06-24 01:51,29.44,200.00,13.00,10.00,null
EWR,2024-06-24 02:51,27.22,200.00,11.00,10.00,null
EWR,2024-06-24 03:51,26.67,190.00,10.00,10.00,null
EWR,2024-06-24 04:51,27.78,220.00,9.00,10.00,null
EWR,2024-06-24 05:51,27.78,230.00,11.00,10.00,null
EWR,2024-06-24 06:51,27.22,220.00,7.00,10.00,null
EWR,2024-06-24 07:51,27.22,230.00,9.00,10.00,null
EWR,2024-06-24 08:51,27.22,260.00,14.00,10.00,null
EWR,2024-06-24 09:51,26.67,270.00,10.00,10.00,null
EWR,2024-06-24 10:51,26.67,280.00,13.00,10.00,null
EWR,2024-06-24 11:51,26.11,260.00,13.00,10.00,null
EWR,2024-06-24 12:51,27.22,280.00,18.00,10.00,null
EWR,2024-06-24 13:51,27.78,300.00,15.00,10.00,null
EWR,2024-06-24 14:51,27.78,280.00,21.00,10.00,null
EWR,2024-06-24 15:51,27.78,290.00,17.00,10.00,null
EWR,2024-06-24 16:51,27.22,290.00,18.00,10.00,null
EWR,2024-06-24 17:51,27.22,290.00,22.00,10.00,null
EWR,2024-06-24 18:51,27.22,280.00,26.00,10.00,null
EWR,2024-06-24 19:51,26.67,290.00,23.00,10.00,null
EWR,2024-06-24 20:51,25.56,300.00,28.00,10.00,null
EWR,2024-06-24 21:51,25.56,320.00,18.00,10.00,null
EWR,2024-06-24 22:51,25.00,330.00,21.00,10.00,null
EWR,2024-06-24 23:51,25.00,330.00,16.00,10.00,null
EWR,2024-06-25 00:51,25.00,320.00,16.00,10.00,null
EWR,2024-06-25 01:51,25.00,330.00,18.00,10.00,null
EWR,2024-06-25 02:51,24.44,320.00,13.00,10.00,null
EWR,2024-06-25 03:51,23.33,300.00,8.00,10.00,null
EWR,2024-06-25 04:51,22.78,300.00,11.00,10.00,null
EWR,2024-06-25 05:51,22.78,310.00,7.00,10.00,null
EWR,2024-06-25 06:51,22.22,310.00,9.00,10.00,null
EWR,2024-06-25 07:51,21.11,280.00,6.00,10.00,null
EWR,2024-06-25 08:51,21.11,260.00,5.00,10.00,null
EWR,2024-06-25 09:51,20.56,240.00,6.00,10.00,null
EWR,2024-06-25 10:51,23.33,290.00,5.00,10.00,null
EWR,2024-06-25 11:51,25.56,290.00,7.00,10.00,null
EWR,2024-06-25 12:51,27.78,null,5.00,10.00,null
EWR,2024-06-25 13:51,30.00,320.00,12.00,10.00,null
EWR,2024-06-25 14:51,31.67,300.00,10.00,10.00,null
EWR,2024-06-25 15:51,32.78,310.00,8.00,10.00,null
EWR,2024-06-25 16:51,32.78,270.00,16.00,10.00,null
EWR,2024-06-25 17:51,33.33,280.00,11.00,10.00,null
EWR,2024-06-25 18:51,33.89,240.00,15.00,10.00,null
EWR,2024-06-25 19:51,34.44,250.00,11.00,10.00,null
EWR,2024-06-25 20:51,33.89,240.00,13.00,10.00,null
EWR,2024-06-25 21:51,33.33,260.00,13.00,10.00,null
EWR,2024-06-25 22:51,32.78,240.00,15.00,10.00,null
EWR,2024-06-25 23:51,31.11,220.00,15.00,10.00,null
EWR,2024-06-26 00:51,29.44,200.00,11.00,10.00,null
EWR,2024-06-26 01:51,28.89,200.00,11.00,10.00,null
EWR,2024-06-26 02:51,27.22,200.00,12.00,10.00,null
EWR,2024-06-26 03:51,27.22,190.00,12.00,10.00,null
EWR,2024-06-26 04:51,27.22,210.00,12.00,10.00,null
EWR,2024-06-26 05:51,26.67,220.00,16.00,10.00,null
EWR,2024-06-26 06:51,25.56,220.00,12.00,10.00,null
EWR,2024-06-26 07:51,25.00,230.00,9.00,10.00,null
EWR,2024-06-26 08:51,24.44,220.00,9.00,10.00,null
EWR,2024-06-26 09:51,24.44,190.00,5.00,10.00,null
EWR,2024-06-26 10:51,25.00,220.00,9.00,10.00,null
EWR,2024-06-26 11:51,26.11,230.00,11.00,10.00,null
EWR,2024-06-26 12:51,27.78,240.00,9.00,10.00,null
EWR,2024-06-26 13:51,30.00,230.00,10.00,10.00,null
EWR,2024-06-26 14:51,31.67,250.00,13.00,10.00,null
EWR,2024-06-26 15:51,32.78,230.00,13.00,10.00,null
EWR,2024-06-26 16:51,34.44,240.00,14.00,10.00,null
EWR,2024-06-26 17:51,35.56,230.00,13.00,10.00,null
EWR,2024-06-26 18:51,35.00,280.00,7.00,10.00,null
EWR,2024-06-26 19:51,36.11,300.00,8.00,10.00,null
EWR,2024-06-26 20:51,35.00,230.00,10.00,10.00,null
EWR,2024-06-26 21:51,35.00,260.00,12.00,10.00,null
EWR,2024-06-26 22:51,34.44,270.00,8.00,10.00,null
EWR,2024-06-26 23:51,33.89,260.00,9.00,10.00,null
EWR,2024-06-27 00:51,23.33,300.00,6.00,10.00,-TSRA
EWR,2024-06-27 01:51,25.00,330.00,10.00,10.00,null
EWR,2024-06-27 02:51,25.00,10.00,4.00,10.00,TS
EWR,2024-06-27 03:51,23.89,230.00,6.00,10.00,null
EWR,2024-06-27 04:51,23.33,300.00,11.00,8.00,TS
EWR,2024-06-27 05:51,21.67,270.00,5.00,8.00,-TSRA
EWR,2024-06-27 06:51,21.67,190.00,3.00,10.00,null
EWR,2024-06-27 07:51,21.67,260.00,9.00,10.00,-RA
EWR,2024-06-27 08:51,21.67,260.00,7.00,10.00,null
EWR,2024-06-27 09:51,21.11,260.00,4.00,10.00,null
EWR,2024-06-27 10:51,21.11,null,5.00,10.00,null
EWR,2024-06-27 11:51,21.67,null,5.00,10.00,null
EWR,2024-06-27 12:51,23.33,310.00,8.00,10.00,null
EWR,2024-06-27 13:51,25.00,340.00,8.00,10.00,null
EWR,2024-06-27 14:51,26.11,290.00,12.00,10.00,null
EWR,2024-06-27 15:51,28.33,320.00,12.00,10.00,null
EWR,2024-06-27 16:51,28.33,300.00,9.00,10.00,null
EWR,2024-06-27 17:51,29.44,280.00,11.00,10.00,null
EWR,2024-06-27 18:51,30.00,280.00,10.00,10.00,null
EWR,2024-06-27 19:51,30.56,250.00,14.00,10.00,null
EWR,2024-06-27 20:51,30.00,280.00,5.00,10.00,null
EWR,2024-06-27 21:51,30.00,290.00,7.00,10.00,null
EWR,2024-06-27 22:51,29.44,340.00,14.00,10.00,null
EWR,2024-06-27 23:51,27.22,320.00,15.00,10.00,null
EWR,2024-06-28 00:51,25.56,330.00,16.00,10.00,null
EWR,2024-06-28 01:51,24.44,340.00,14.00,10.00,null
EWR,2024-06-28 02:51,23.33,340.00,13.00,10.00,null
EWR,2024-06-28 03:51,22.22,360.00,14.00,10.00,null
EWR,2024-06-28 04:51,21.11,360.00,13.00,10.00,null
EWR,2024-06-28 05:51,20.56,360.00,12.00,10.00,null
EWR,2024-06-28 06:51,19.44,360.00,9.00,10.00,null
EWR,2024-06-28 07:51,17.78,10.00,8.00,10.00,null
EWR,2024-06-28 08:51,17.78,20.00,5.00,10.00,null
EWR,2024-06-28 09:51,17.78,10.00,6.00,10.00,null
EWR,2024-06-28 10:51,19.44,30.00,6.00,10.00,null
EWR,2024-06-28 11:51,20.56,30.00,11.00,10.00,null
EWR,2024-06-28 12:51,21.11,30.00,10.00,10.00,null
EWR,2024-06-28 13:51,21.67,30.00,9.00,10.00,null
EWR,2024-06-28 14:51,23.33,50.00,9.00,10.00,null
EWR,2024-06-28 15:51,23.89,350.00,8.00,10.00,null
EWR,2024-06-28 16:51,25.56,80.00,4.00,10.00,null
EWR,2024-06-28 17:51,26.11,60.00,4.00,10.00,null
EWR,2024-06-28 18:51,25.56,180.00,10.00,10.00,null
EWR,2024-06-28 19:51,26.11,160.00,7.00,10.00,null
EWR,2024-06-28 20:51,24.44,140.00,12.00,10.00,null
EWR,2024-06-28 21:51,23.89,170.00,12.00,10.00,null
EWR,2024-06-28 22:51,23.89,150.00,6.00,10.00,null
EWR,2024-06-28 23:51,22.22,170.00,9.00,10.00,null
EWR,2024-06-29 00:51,21.11,160.00,7.00,10.00,null
EWR,2024-06-29 01:51,20.56,160.00,7.00,10.00,null
EWR,2024-06-29 02:51,20.00,160.00,5.00,10.00,null
EWR,2024-06-29 03:51,20.00,160.00,5.00,10.00,null
EWR,2024-06-29 04:51,19.44,150.00,3.00,10.00,null
EWR,2024-06-29 05:51,19.44,190.00,3.00,10.00,null
EWR,2024-06-29 06:51,20.00,0.00,0.00,10.00,null
EWR,2024-06-29 07:51,20.56,160.00,4.00,10.00,null
EWR,2024-06-29 08:51,21.11,160.00,4.00,10.00,null
EWR,2024-06-29 09:51,21.11,null,4.00,10.00,null
EWR,2024-06-29 10:51,21.67,140.00,7.00,10.00,null
EWR,2024-06-29 11:51,22.22,150.00,7.00,10.00,null
EWR,2024-06-29 12:51,22.78,170.00,8.00,10.00,null
EWR,2024-06-29 13:51,23.89,150.00,9.00,10.00,null
EWR,2024-06-29 14:51,25.00,160.00,10.00,10.00,null
EWR,2024-06-29 15:51,27.78,140.00,10.00,10.00,null
EWR,2024-06-29 16:51,26.67,160.00,11.00,10.00,null
EWR,2024-06-29 17:51,26.67,140.00,12.00,10.00,null
EWR,2024-06-29 18:51,27.22,130.00,12.00,10.00,null
EWR,2024-06-29 19:51,29.44,160.00,15.00,10.00,null
EWR,2024-06-29 20:51,28.33,160.00,13.00,10.00,null
EWR,2024-06-29 21:51,28.33,170.00,11.00,10.00,null
EWR,2024-06-29 22:51,27.22,160.00,9.00,10.00,null
EWR,2024-06-29 23:51,27.22,180.00,12.00,10.00,null
EWR,2024-06-30 00:51,26.67,180.00,7.00,10.00,null
EWR,2024-06-30 01:51,25.56,190.00,7.00,5.00,RA
EWR,2024-06-30 02:51,25.00,190.00,7.00,10.00,null
EWR,2024-06-30 03:51,25.00,210.00,9.00,10.00,null
EWR,2024-06-30 04:51,25.00,210.00,9.00,10.00,-RA
EWR,2024-06-30 05:51,25.00,200.00,8.00,10.00,-RA
EWR,2024-06-30 06:51,25.00,230.00,9.00,10.00,-RA
EWR,2024-06-30 07:51,25.00,230.00,8.00,10.00,-RA
EWR,2024-06-30 08:51,25.00,220.00,7.00,10.00,null
EWR,2024-06-30 09:51,25.56,220.00,8.00,10.00,null
EWR,2024-06-30 10:51,25.56,210.00,7.00,10.00,null
EWR,2024-06-30 11:51,26.11,240.00,9.00,10.00,null
EWR,2024-06-30 12:51,27.22,250.00,12.00,10.00,null
EWR,2024-06-30 13:51,28.89,230.00,11.00,10.00,null
EWR,2024-06-30 14:51,28.89,220.00,14.00,10.00,null
EWR,2024-06-30 15:51,28.33,220.00,14.00,10.00,null
EWR,2024-06-30 16:51,28.89,220.00,13.00,10.00,null
EWR,2024-06-30 17:51,30.00,220.00,13.00,10.00,null
EWR,2024-06-30 18:51,30.56,220.00,17.00,10.00,null
EWR,2024-06-30 19:51,32.22,250.00,12.00,10.00,TS
EWR,2024-06-30 20:51,23.89,340.00,17.00,6.00,-TSRA
EWR,2024-06-30 21:51,23.89,210.00,9.00,5.00,+TSRA BR
EWR,2024-06-30 22:51,23.89,200.00,9.00,10.00,TS
EWR,2024-06-30 23:51,24.44,340.00,9.00,10.00,null
